Hours,dni,dhi,ghi,wind_speed,temp_air
5061.5,668.47,113.767,465.092,2.22,28.6717
5062.5,559.727,88.9767,276.798,3.755,27.5233
5063.5,310.497,51.9117,94.7833,4.125,26.1783
5064.5,12.4233,6.77333,5.08667,5.33333,24.8233
5065.5,0,0,0,3.79833,24.0183
5066.5,0.00166667,0,0,1.75,23.1717
5067.5,0.911667,0,0,3.54667,23.3183
5068.5,0.0233333,0,0,3.53833,23.2
5069.5,0.0183333,0,0,4.14167,23.0333
5070.5,0.005,0,0,4.20833,22.6883
5071.5,0,0,0,2.85,22.2533
5072.5,0.09,0,0,1.735,21.9833
5073.5,0.138333,0.0733333,0,1.86167,21.855
5074.5,0.208333,6.54833,4.57833,1.21833,21.3933
5075.5,20.1583,83.98,86.1683,1.5,21.5267
5076.5,69.0283,178.533,191.083,1.555,22.28
5077.5,17.6283,150.052,155.927,1.67,22.3233
5078.5,52.1933,281.7,315.103,1.705,23.1167
5079.5,192.295,400.167,562.565,2.80833,23.905
5080.5,301.768,417.05,689.085,3.32333,25.1333
5081.5,177.565,305.338,491.21,3.18667,25.0617
5082.5,249.868,396.552,620.782,3.295,26.3267
5083.5,191.225,327.807,483.948,3.32333,26.9317
5084.5,185.535,249.168,383.435,5.47,23.3183
5085.5,245.825,247.868,375.473,5.63833,23.3533
5086.5,7.21833,87.1267,83.9483,6.54,21.955
5087.5,0.363333,16.4567,12.4367,4.04667,20.9783
5088.5,0.523333,3.63333,1.42833,2.87167,20.9467
5089.5,0.243333,0.0483333,0,1.43833,20.95
5090.5,0.78,0.0666667,0,1.75167,20.8083
5091.5,0.426667,0.00166667,0,2.16333,20.5867
5092.5,0.165,0,0,1.27667,20.2583
5093.5,0.43,0.00166667,0,1.49,20.165
5094.5,0.456667,0.00166667,0,1.515,20.145
5095.5,0.16,0,0,1.14,19.345
5096.5,0.251667,0,0,1.23333,18.87
5097.5,0.0783333,0.0616667,0,0.833333,18.1967
5098.5,0.67,12.8917,10.1067,0.673333,17.76
5099.5,79.09,87.915,102.76,0.453333,18.075
5100.5,406.133,191.273,345.845,1.025,19.9733
5101.5,542.362,194.943,504.163,1.36,22.1517
5102.5,342.087,344.348,586.3,1.405,23.3
5103.5,454.995,338.95,724.307,1.03167,24.8083
5104.5,496.145,385.972,837.3,1.195,26.105
5105.5,336.235,380.092,693.278,2.44,25.72
5106.5,547.797,334.717,822.263,2.435,26.8083
5107.5,442.94,300.812,648.073,2.01667,27.9783
5108.5,657.555,229.988,679.855,2.16833,28.815
5109.5,266.248,213.155,346.968,2.05333,28.1167
5110.5,332.337,157.3,262.233,1.81,27.9683
5111.5,335.76,79.1683,123.693,1.28667,27.2983
5112.5,16.9167,7.45,6.34667,2.84,24.9883
5113.5,0,0,0,1.52333,23.5833
5114.5,0,0,0,0.573333,21.5533
5115.5,0.04,0,0,0.93,20.49
5116.5,0.191667,0,0,1.62167,19.6283
5117.5,0.133333,0.00333333,0,0.69,19.0317
5118.5,0.133333,0.00833333,0,0.948333,18.0817
5119.5,0.28,0.005,0,0.376667,17.4283
5120.5,0.0766667,0,0,0.598333,16.6267
5121.5,0.0583333,0.0216667,0,0.696667,15.8183
5122.5,151.065,18.2283,25.1333,0.766667,15.2133
5123.5,546.82,54.9083,162.313,1.105,16.5683
5124.5,724.323,77.3383,362.47,0.828333,19.5617
5125.5,815.438,91.115,563.485,1.37,22.4883
5126.5,807.647,124.275,716.052,1.075,24.7133
5127.5,863.567,119.752,853.257,2.28333,26.5367
5128.5,876.283,138.06,943.538,2.74833,27.2267
5129.5,798.697,199.962,947.858,3.75,27.6983
5130.5,664.68,283.128,879.28,3.60333,28.3583
5131.5,808.198,177.427,834.198,3.63667,29.0217
5132.5,714.023,174.688,659.848,3.03667,29.39
5133.5,612.33,146.145,457.622,2.73333,29.35
5134.5,517.468,95.005,263.227,2.01667,29.0617
5135.5,259.195,51.0183,88.1067,0.888333,27.4667
5136.5,4.115,5.86667,4.7,0.475,24.11
5137.5,0,0,0,0.295,22.175
5138.5,0.0166667,0,0,0.321667,21.1917
5139.5,0.0883333,0,0,0.526667,20.3
5140.5,0.428333,0,0,0.398333,19.98
5141.5,0.24,0.00166667,0,0.473333,19.39
5142.5,0.266667,0.00333333,0,0.375,19.0133
5143.5,0.123333,0.0133333,0,0.946667,18.335
5144.5,0.0666667,0.00666667,0,0.471667,17.9233
5145.5,0.823333,0.025,0,0.416667,17.7667
5146.5,20.3133,22.9567,21.3083,0.283333,17.855
5147.5,36.42,105.402,108.438,0.476667,18.65
5148.5,180.732,178.017,243.768,0.661667,20.9467
5149.5,409.21,249.095,476.035,0.566667,23.8
5150.5,325.637,342.373,569.553,1.395,25.49
5151.5,312.602,362.115,622.198,1.225,26.9267
5152.5,189.402,401.127,573.893,1.10667,28.665
5153.5,178.43,459.283,628.428,2.57333,28.8133
5154.5,72.645,428.663,492.307,2.02667,28.8933
5155.5,5.42667,313.773,312.09,2.18167,28.9767
5156.5,29.4733,264.415,275.988,2.45333,28.6283
5157.5,195.365,215.66,304.077,3.01167,28.5433
5158.5,420.127,111.958,232.057,2.62,28.435
5159.5,227.51,54.4167,82.995,2.595,27.9183
5160.5,1.38667,5.79167,4.11,2.38167,26.895
5161.5,0.285,0.00166667,0,3.48,26.5367
5162.5,0.0466667,0,0,3.665,25.9917
5163.5,0.106667,0,0,3.65333,25.4617
5164.5,0.025,0,0,4.67833,25.2733
5165.5,0.00166667,0,0,4.53667,24.9217
5166.5,0.005,0,0,3.53167,24.6233
5167.5,0.01,0,0,3.205,24.355
5168.5,0.0333333,0,0,2.59833,24.115
5169.5,0.00166667,0.0316667,0,1.93167,23.6267
5170.5,19.8067,14.905,12.6867,1.265,23.0167
5171.5,240.965,96.61,140.513,1.88,23.7367
5172.5,446.682,181.167,347.897,1.90167,24.7483
5173.5,361.405,283.12,481.597,2.86667,24.9567
5174.5,597.663,254.298,673.973,3.68667,25.8867
5175.5,422.945,352.12,668.795,3.86,26.595
5176.5,509.515,384.675,690.202,3.185,27.865
5177.5,358.397,323.452,653.082,3.97,28.4917
5178.5,186.603,295.273,457.5,3.11833,29.2167
5179.5,440.41,331.792,693.118,3.94,30.15
5180.5,19.445,119.895,127.245,3.10833,27.69
5181.5,0.398333,52.0283,44.095,5.055,24.8867
5182.5,143.447,182.923,201.817,4.08333,24.4333
5183.5,45.5117,64.135,63.805,5.28833,24.8
5184.5,0,1.75333,0.616667,4.96667,24.7983
5185.5,0.0216667,0,0,5.09167,24.6283
5186.5,0.125,0,0,4.145,24.8967
5187.5,0.17,0.0133333,0,5.04167,24.7967
5188.5,0.0666667,0,0,4.275,24.7083
5189.5,0.38,0,0,6.97667,25.15
5190.5,0.0133333,0,0,7.41833,25.0767
5191.5,0.005,0,0,4.885,24.7717
5192.5,0.0516667,0,0,5.08333,24.5867
5193.5,0.0433333,0.045,0,5.56333,24.3783
5194.5,1.24667,9.87167,6.44667,5.075,24.2183
5195.5,0.251667,26.0083,22.455,4.58167,22.8483
5196.5,89.6567,195.425,229.763,5.04667,23.4167
5197.5,3.74667,165.938,161.292,5.06833,23.8433
5198.5,192.52,275.718,417.563,6.075,24.5917
5199.5,363.083,397.283,698.928,6.30667,26.42
5200.5,144.768,493.317,617.712,5.645,27.56
5201.5,1.955,248.312,243.953,5.96667,27.1533
5202.5,13.7617,363.988,366.397,5.15167,26.3533
5203.5,47.435,387.568,419.388,5.00667,26.9467
5204.5,320.927,381.022,592.18,4.945,27.5233
5205.5,94.1733,240.468,281.603,5.17,27.2
5206.5,3.84333,90.0767,86.9533,5.04167,26.6833
5207.5,0.00666667,26.5417,23.4367,3.05833,26.05
5208.5,0,0.611667,0,2.245,25.4533
5209.5,0.00166667,0,0,4.03667,24.7
5210.5,0.0533333,0,0,2.76,23.78
5211.5,0.156667,0,0,2.55333,23.86
5212.5,0,0,0,2.95,23.285
5213.5,0.37,0,0,2.27167,22.9017
5214.5,0.0733333,0,0,1.26333,22.76
5215.5,0,0,0,0.716667,21.345
5216.5,0.00166667,0,0,0.338333,20.45
5217.5,0.135,0.02,0,0.381667,19.875
5218.5,0.87,13.2283,10.6717,0.728333,19.585
5219.5,150.925,101.5,127.787,0.603333,20.3267
5220.5,119.607,197.443,230.745,1.145,21.63
5221.5,503.942,191.973,489.188,1.8,22.325
5222.5,632.982,219.038,680.73,1.42833,23.63
5223.5,588.713,272.1,766.707,2.205,24.4217
5224.5,621.335,275.7,842.44,2.88833,25.1917
5225.5,889.43,182.11,1002.11,4.17833,26.0317
5226.5,897.88,98.2717,895.482,4.19167,26.4667
5227.5,896.907,97.5717,830.747,3.58,27.0233
5228.5,822.088,108.243,671.687,3.8,27.1467
5229.5,660.342,123.865,448.618,3.34167,27.075
5230.5,621.452,81.1433,239.993,3.20333,26.6483
5231.5,210.277,51.7083,79.2817,1.91167,24.9967
5232.5,0.261667,5.61833,3.93833,0.406667,22.14
5233.5,0,0,0,0.31,19.7133
5234.5,0,0,0,0.203333,18.2433
5235.5,0,0.00166667,0,0.465,17.3317
5236.5,0.00333333,0,0,0.471667,16.7
5237.5,0,0,0,0.371667,15.9283
5238.5,0.00166667,0,0,0.868333,15.1617
5239.5,0.085,0,0,0.461667,14.8983
5240.5,0.00666667,0,0,0.33,14.44
5241.5,0.0133333,0.0716667,0,0.253333,13.8883
5242.5,34.5933,20.47,18.6333,0.27,13.745
5243.5,141.247,100.393,119.125,0.243333,15.0667
5244.5,208.792,202.505,272.525,0.391667,17.8867
5245.5,397.905,239.363,469.352,0.756667,20.1883
5246.5,549.157,231.013,632.083,1.26667,21.8417
5247.5,378.652,279.53,595.913,0.983333,23.945
5248.5,283.623,346.637,603.965,1.51667,24.735
5249.5,332.825,361.915,666.295,2.09167,25.7083
5250.5,424.287,330.767,705.915,2.905,26.195
5251.5,546.573,273.632,716.84,3.58667,26.98
5252.5,641.525,188.717,618.052,4.30167,27.3983
5253.5,727.647,98.05,470.355,3.85333,27.69
5254.5,606.66,72.065,264.158,3.54167,27.555
5255.5,318.135,41.0083,82.94,2.74333,26.75
5256.5,0,4.02667,2.91333,1.85833,24.0933
5257.5,0,0,0,0.401667,21.3417
5258.5,0.02,0,0,0.291667,20.0433
5259.5,0.02,0,0,0.631667,18.8117
5260.5,0.235,0.00333333,0,0.573333,18.125
5261.5,0.12,0,0,0.555,17.4467
5262.5,0.07,0,0,0.493333,16.7233
5263.5,0.16,0,0,0.456667,16.4867
5264.5,0.075,0,0,0.49,15.645
5265.5,0.123333,0.0116667,0,0.376667,15.37
5266.5,2.52333,14.3033,11.6583,0.425,14.895
5267.5,270.145,80.0417,130.885,0.286667,16.02
5268.5,622.018,95.3417,331.038,0.95,18.9317
5269.5,772.658,94.7867,539.173,0.931667,21.69
5270.5,834.182,99.4133,706.358,0.896667,24.9683
5271.5,864.135,104.342,832.565,2.18667,27.1617
5272.5,859.933,122.558,901.737,3.36167,27.855
5273.5,649.175,184.285,772.928,2.45333,28.445
5274.5,798.12,150.827,852.703,2.28667,29.0467
5275.5,707.213,175.27,747.192,1.585,30.115
5276.5,563.687,199.2,575.918,2.39333,30.1333
5277.5,594.708,151.543,436.597,2.435,30.18
5278.5,502.893,88.235,245.295,2.305,29.82
5279.5,168.545,38.6067,62.545,1.15,27.8067
5280.5,0,1.715,0.836667,0.311667,24.5283
5281.5,0,0,0,0.491667,22.7567
5282.5,0,0,0,0.26,21.605
5283.5,0,0,0,0.591667,20.6867
5284.5,0.11,0,0,0.31,19.76
5285.5,0.055,0,0,1.40833,19.5367
5286.5,0.0933333,0.0166667,0,0.783333,19.4317
5287.5,0.101667,0.0166667,0,1.01,18.9
5288.5,0.386667,0.04,0,0.818333,18.62
5289.5,0.335,0.0183333,0,0.775,18.8333
5290.5,0.673333,14.995,12.2333,0.575,18.3917
5291.5,169.588,93.0867,116.762,0.368333,19.5633
5292.5,281.54,155.593,248.372,0.438333,22.2983
5293.5,514.975,200.817,489.735,0.648333,24.3583
5294.5,644.828,185.915,654.962,1.21167,26.3283
5295.5,613.7,247.91,761.825,2.65667,27.345
5296.5,664.88,221.475,771.748,3.55167,27.9833
5297.5,712.74,224.283,875.765,2.71333,29.2717
5298.5,8.875,214.67,217.913,2.65167,29.0917
5299.5,0,47.6117,45.9467,3.67333,26.125
5300.5,0,84.9417,81.755,4.08167,22.9083
5301.5,0.471667,105.717,94.755,2.36333,22.0783
5302.5,73.1767,132.642,134.678,1.43,22.6883
5303.5,0.0983333,45.3083,32.0033,2.52667,22.4517
5304.5,0,2.11667,1.19167,1.94,21.845
5305.5,0,0,0,1.065,20.0483
5306.5,0.63,0.0166667,0,1.71833,20.22
5307.5,0.0933333,0.02,0,1.91667,19.5767
5308.5,0.238333,0.02,0,1.04167,19.23
5309.5,0.163333,0.04,0,1.45667,19.0483
5310.5,0.12,0.00166667,0,1.55667,18.69
5311.5,0.05,0.00666667,0,1.29833,18.7683
5312.5,0.055,0.0133333,0,0.671667,18.695
5313.5,0.00333333,0.005,0,1.445,18.3717
5314.5,0.065,5.02833,3.315,1.12333,18.675
5315.5,0.611667,41.31,38.2083,0.853333,18.7017
5316.5,0.9,92.3733,89.4633,2.22333,19.275
5317.5,4.55333,190.042,185.662,2.01,19.8683
5318.5,4.76167,180.703,153.953,1.28167,20.545
5319.5,2.04833,157.45,142.027,2.22,20.8917
5320.5,15.9767,263.483,272.413,2.44667,21.185
5321.5,4.8,198.025,196.447,2.535,21.4567
5322.5,475.13,279.645,689.093,2.27,22.5517
5323.5,386.715,336.148,646.548,3.21,24.1333
5324.5,402.397,239.285,504.55,3.70167,24.95
5325.5,158.308,141.427,222.823,3.215,23.8533
5326.5,56.5483,95.755,109.823,2.60667,22.4483
5327.5,157.352,71.6417,91.7167,3.51,23.52
5328.5,0.47,3.00667,1.70333,4.035,22.9783
5329.5,0.421667,0,0,3.735,22.825
5330.5,0.07,0,0,2.57333,22.0733
5331.5,0,0,0,0.645,20.31
5332.5,0.01,0,0,0.705,20.02
5333.5,0,0,0,0.483333,18.945
5334.5,0.00166667,0.00666667,0,0.558333,18.2717
5335.5,0.08,0.03,0,0.983333,17.215
5336.5,0.301667,0.02,0,0.94,17.22
5337.5,0.085,0,0,0.786667,17.11
5338.5,20.3133,16.325,15.0983,0.4,16.735
5339.5,133.203,96.1883,116.87,0.813333,17.6233
5340.5,613.012,107.615,335.422,3.85333,19.8
5341.5,518.71,211.455,500.812,4.19667,20.4233
5342.5,220.477,233.987,385.618,4.75167,20.6367
5343.5,281.778,258.485,482.573,4.07833,21.435
5344.5,371.625,295.09,628.513,4.03167,22.3183
5345.5,120.785,333.49,428.672,4.485,22.7467
5346.5,507.508,302.567,738.927,4.845,23.365
5347.5,396.122,275.012,499.635,4.86167,23.41
5348.5,449.418,276.39,538.792,4.77,23.6367
5349.5,409.062,232.157,420.975,4.82667,22.9867
5350.5,532.687,184.068,319.213,5.14833,22.1633
5351.5,335.042,90.915,121.358,4.51667,21.105
5352.5,0,5.16,3.73667,3.30333,19.5483
5353.5,0,0,0,2.12333,18.0067
5354.5,0.0183333,0.0116667,0,0.761667,17.3417
5355.5,0.251667,0.01,0,0.658333,17.1117
5356.5,0.153333,0,0,0.373333,16.355
5357.5,0.055,0,0,0.461667,15.685
5358.5,0.113333,0,0,0.401667,15.4183
5359.5,0.106667,0,0,0.668333,15.1617
5360.5,0.508333,0.00333333,0,0.545,14.8667
5361.5,1.50833,0.015,0,1.77833,16.9617
5362.5,3.22667,6.75167,4.97,1.015,16.5283
5363.5,3.06333,67.0367,63.1783,0.845,17.5767
5364.5,116.328,175.678,217.443,1.73333,18.67
5365.5,151.658,215.34,285.468,3.43167,19.19
5366.5,223.2,265.935,422.8,2.78333,19.7033
5367.5,83.5867,309.005,348.475,3.26333,20.5333
5368.5,163.363,350.688,484.205,3.67,21.8067
5369.5,410.322,369.177,743.273,4.47,22.79
5370.5,16.4933,407.2,412.767,4.98,22.61
5371.5,1.76167,247.232,239.203,2.98667,22.1383
5372.5,0.766667,232.278,224.148,3.22167,22.1267
5373.5,2.065,239.197,231.852,3.66333,22.3133
5374.5,73.7067,134.578,145.03,3.01833,22.3483
5375.5,34.97,35.77,36.38,1.36167,21.0083
5376.5,0,1.49333,0.746667,0.646667,19.41
5377.5,0,0.005,0,0.275,17.6083
5378.5,0,0,0,0.3,16.8567
5379.5,0.0266667,0,0,0.77,16.4383
5380.5,0,0,0,0.455,15.97
5381.5,0.00666667,0,0,0.52,15.4717
5382.5,0,0,0,0.43,14.9683
5383.5,0.015,0,0,0.73,14.3967
5384.5,0.488333,0.00333333,0,0.56,14.3183
5385.5,0.291667,0.00166667,0,0.45,14.4483
5386.5,4.59833,10.725,8.63833,0.215,14.2683
5387.5,209.705,100.297,129.813,0.3,15.9367
5388.5,8.25,144.072,140.205,1.29,16.5967
5389.5,211.243,277.265,380.292,1.15667,18.3967
5390.5,248.29,307.115,451.857,1.18833,20.7067
5391.5,646.917,226.463,767.022,2.11833,22.3283
5392.5,867.688,126.563,904.74,1.82833,23.5467
5393.5,703.72,190.697,833.85,2.68333,24.3667
5394.5,737.177,234.908,870.875,2.39,25.205
5395.5,529.715,231.882,641.137,2.22,25.52
5396.5,459.355,269.825,573.085,2.28833,26.095
5397.5,224.118,219.57,309.66,1.975,25.8067
5398.5,433.085,93.125,220.532,1.885,25.8267
5399.5,37.4867,53.17,54.165,2.28833,24.5333
5400.5,0,1.25,0.376667,2.42667,23.345
5401.5,0,0,0,0.926667,21.57
5402.5,0,0,0,0.408333,19.24
5403.5,0.345,0.0116667,0,0.768333,18.8833
5404.5,0.156667,0.0233333,0,0.461667,17.9183
5405.5,0.941667,0.025,0,0.798333,18.1267
5406.5,0.351667,0.00666667,0,1.04833,18.3683
5407.5,0.00333333,0.0483333,0,1.80167,17.3367
5408.5,0.121667,0.02,0,1.33833,17.2733
5409.5,0.191667,0.0116667,0,1.915,17.335
5410.5,0.316667,11.0983,9.475,1.115,17.4317
5411.5,1.31167,59.8767,56.6167,0.825,17.23
5412.5,2.69667,123.208,120.17,0.515,17.8117
5413.5,3.54333,213.42,208.342,0.845,18.3967
5414.5,82.01,366.063,413.1,0.691667,20.1383
5415.5,242.578,418.367,593.583,0.761667,22.205
5416.5,165.907,431.092,569.302,1.15167,23.34
5417.5,293.555,406.737,664.257,1.39,23.8517
5418.5,572.973,284.678,775.28,1.34167,25.385
5419.5,467.887,237.458,604.658,2.89667,25.4117
5420.5,310.605,231.533,423.27,3.565,25.2883
5421.5,0,61.325,55.435,3.68333,24.2833
5422.5,14.3883,80.225,76.67,2.05167,22.9633
5423.5,0.781667,6.88167,5.34167,2.84333,20.655
5424.5,0.43,1.78667,1.37667,3.035,18.9983
5425.5,0.745,0.01,0,1.535,18.7017
5426.5,0.953333,0.0833333,0,1.28667,18.79
5427.5,0.853333,0.161667,0,0.656667,18.6633
5428.5,0.736667,0.138333,0,0.763333,18.3083
5429.5,0.94,0.0983333,0,0.615,17.66
5430.5,0.261667,0.0816667,0,1.31833,17.5033
5431.5,0.353333,0.0716667,0,1.22,17.5317
5432.5,0.378333,0.07,0,1.055,17.7283
5433.5,0.516667,0.005,0,0.6,17.785
5434.5,0.795,5.00167,3.73333,0.526667,17.8267
5435.5,1.88167,29.2167,26.625,0.585,18.0933
5436.5,2.41667,69.195,65.8383,1.6,18.4417
5437.5,3.17167,119.013,114.545,1.65667,18.7233
5438.5,15.68,262.417,263.773,1.98667,19.505
5439.5,3.11,185.793,183.028,2.215,19.9333
5440.5,99.64,475.023,363.012,1.70833,21.5133
5441.5,17.0017,353.642,359.82,1.13333,22.5883
5442.5,9.07333,289.977,288.338,1.57333,22.4583
5443.5,173.637,375.898,498.21,0.858333,23.7117
5444.5,324.265,290.585,495.012,1.515,24.4917
5445.5,410.575,198.82,388.817,1.495,24.905
5446.5,187.867,93.7633,145.068,2.115,24.235
5447.5,39.6767,37.0067,37.5717,2.51333,18.975
5448.5,0.00666667,2.74,1.305,0.796667,18.2417
5449.5,0,0.136667,0,0.53,17.0283
5450.5,0.0916667,0.0833333,0,0.341667,16.235
5451.5,0.135,0,0,0.231667,15.7517
5452.5,0.105,0,0,0.603333,15.2733
5453.5,0.1,0,0,0.431667,14.9883
5454.5,0.363333,0,0,0.431667,14.7417
5455.5,0.085,0.00166667,0,0.311667,14.19
5456.5,0.0283333,0,0,0.623333,13.485
5457.5,0.271667,0,0,0.73,13.2583
5458.5,9.48833,12.235,10.8167,0.821667,12.705
5459.5,291.187,73.41,120.723,0.635,13.7867
5460.5,566.307,107.948,302.507,0.54,16.6433
5461.5,688.708,132.587,489.915,1.27833,19.345
5462.5,673.913,184.467,657.773,0.678333,22.0483
5463.5,552.023,300.788,756.185,1.455,22.6083
5464.5,559.157,323.037,816.94,2.33833,23.6733
5465.5,576.44,311.113,829.647,2.89,24.5767
5466.5,582.3,244.63,739.727,3.22667,25.2483
5467.5,453.443,227.663,574.892,2.68667,25.9
5468.5,452.267,179.663,462.367,2.3,26.4367
5469.5,328.74,157.403,289.253,2.67,26.3617
5470.5,358.307,121.313,214.65,2.55667,26.1967
5471.5,84.035,33.5817,41.1233,0.976667,24.3667
5472.5,0,0.781667,0.293333,0.401667,21.5883
5473.5,0,0,0,0.528333,20.695
5474.5,0.0116667,0,0,0.988333,19.02
5475.5,0.04,0.0116667,0,0.631667,18.9883
5476.5,0.495,0.0466667,0,1.01167,19.165
5477.5,0.7,0.0266667,0,0.911667,19.7467
5478.5,0.0716667,0.00333333,0,1.39833,20.2133
5479.5,0.0733333,0.02,0,0.518333,18.5117
5480.5,0.54,0.025,0,0.651667,18.6517
5481.5,1.13167,0.0433333,0,2.32333,20.8583
5482.5,0.106667,3.77333,2.61167,1.05833,19.53
5483.5,11.315,60.5733,56.5733,2.40667,21.665
5484.5,93.2083,186.088,178.23,1.95333,21.0983
5485.5,3.06167,160.148,78.9983,1.40667,22.4817
5486.5,26.7967,216.768,200.413,1.51667,22.7633
5487.5,0.603333,134.712,111.5,2.03667,22.375
5488.5,64.8433,367.828,348.842,2.62333,22.8317
5489.5,0.285,227.422,202.855,2.52833,23.0767
5490.5,0,94.6333,89.4233,2.79167,21.645
5491.5,1.02,118.442,114.208,1.52333,20.335
5492.5,0.673333,119.86,115.067,1.165,20.765
5493.5,0.27,75.545,71.1383,1.19,20.5033
5494.5,0.015,37.2167,31.9217,1.91,19.9617
5495.5,5.83167,29.1883,26.3717,1.11333,19.605
5496.5,0.07,1.35333,0.866667,0.843333,19.0333
5497.5,0.501667,0,0,0.58,18.6933
5498.5,0.303333,0.00833333,0,1.03333,17.715
5499.5,0.688333,0.0266667,0,1.45333,17.78
5500.5,0.625,0.0183333,0,1.09833,17.7833
5501.5,0.821667,0.015,0,0.813333,17.725
5502.5,0.608333,0.0166667,0,1.11,17.2383
5503.5,0.126667,0.005,0,0.963333,16.7767
5504.5,0.005,0,0,0.836667,15.6083
5505.5,0.0133333,0,0,0.351667,14.625
5506.5,39.085,9.75833,8.77333,0.238333,13.775
5507.5,401.647,50.9633,115.895,0.265,15.1683
5508.5,701.832,73.6067,313.393,0.785,16.8783
5509.5,798.623,84.3417,524.698,2.62333,17.9433
5510.5,886.497,79.5383,706.258,1.44167,19.3433
5511.5,773.082,155.517,781.567,1.675,20.6483
5512.5,529.098,191.08,659.118,2.49333,21.1567
5513.5,956.915,96.24,953.665,2.395,22.32
5514.5,532.052,190.602,642.335,2.00167,22.625
5515.5,577.303,183.485,615.688,2.43333,22.9517
5516.5,668.98,142.202,558.7,2.3,23.4733
5517.5,796.08,108.97,475.572,2.08833,23.5267
5518.5,669.175,57.1367,233.56,1.49667,23.45
5519.5,344.567,25.5267,60.1,0.775,21.8917
5520.5,0,0.946667,0.49,0.53,17.375
5521.5,0,0.00166667,0,0.298333,15.4433
5522.5,0.00666667,0,0,0.336667,14.36
5523.5,0.0866667,0,0,0.541667,13.4717
5524.5,0.608333,0,0,0.551667,12.795
5525.5,0.446667,0,0,0.483333,12.2917
5526.5,0.583333,0,0,1.455,12.1083
5527.5,0.515,0,0,0.746667,11.9767
5528.5,0.823333,0.00166667,0,0.6,11.6317
5529.5,0.631667,0,0,0.828333,11.485
5530.5,0.916667,6.27667,4.27,1.365,11.4433
5531.5,1.16333,47.3067,43.73,0.965,11.7183
5532.5,1.17833,74.78,70.5417,1.035,12.4317
5533.5,2.205,144.715,139.105,1.025,13.3583
5534.5,17.935,330.803,283.063,1.61333,15.135
5535.5,0.261667,176.01,169.498,1.42333,16.1633
5536.5,0.0783333,127.968,123.303,1.80333,16.51
5537.5,0.985,139.122,135.83,1.83333,16.8617
5538.5,3.22667,285.177,442.253,1.645,17.775
5539.5,335.302,366.04,617.723,1.73833,19.4533
5540.5,155.365,286.138,376.602,1.91667,20.3683
5541.5,214.458,196.352,287.35,2.07833,20.9717
5542.5,178.655,89.31,132.658,2.38,20.6283
5543.5,25.0817,27.235,27.225,3.89833,20.0333
5544.5,0.015,0.366667,0,3.29167,19.425
5545.5,0.0566667,0.00666667,0,3.05833,19.3633
5546.5,0.0183333,0.005,0,3.83333,19.11
5547.5,0.015,0.0266667,0,1.53833,18.7017
5548.5,0.0533333,0.0383333,0,1.89833,18.445
5549.5,0.0616667,0.01,0,2.135,18.1183
5550.5,0.0133333,0,0,1.01,17.4583
5551.5,0.31,0,0,0.645,17.1233
5552.5,0.188333,0,0,1.36167,17.1917
5553.5,0.00166667,0,0,0.848333,16.21
5554.5,0.366667,6.44833,4.86,0.69,15.9967
5555.5,3.705,48.225,45.0617,0.983333,16.2517
5556.5,157.468,194.922,234.018,1.42,17.6317
5557.5,16.3833,243.912,241.15,1.56167,18.7383
5558.5,0.085,101.688,97.28,1.38167,18.3383
5559.5,70.5283,319.942,375.013,1.11667,18.7883
5560.5,186.225,429.112,583.745,2.20167,20.1667
5561.5,627.948,303.747,833.172,2.32,21.695
5562.5,522.167,331.973,771.402,1.66,23.0333
5563.5,2.48333,129.86,126.69,2.555,20.58
5564.5,13.85,149.785,150.39,0.831667,19.63
5565.5,78.3733,221.162,249.312,2.15,20.0067
5566.5,188.153,97.4883,129.407,1.59833,19.9383
5567.5,151.135,29.725,45.5783,1.11,19.4133
5568.5,0.0516667,0.415,0.121667,0.77,17.165
5569.5,0.176667,0.0183333,0,1.64833,16.2333
5570.5,0.171667,0,0,0.585,15.3117
5571.5,0.393333,0,0,0.546667,14.6017
5572.5,0.178333,0.0416667,0,0.826667,13.8083
5573.5,0.221667,0.06,0,0.88,12.7917
5574.5,0.673333,0.1,0,0.656667,12.2667
5575.5,0.845,0.115,0,0.318333,11.9217
5576.5,1.04,0.206667,0,0.278333,11.4317
5577.5,1.50833,0.235,0,0.291667,11.4533
5578.5,1.28167,7.70333,5.85167,0.578333,11.4617
5579.5,6.415,81.1767,75.7933,0.836667,11.6167
5580.5,5.645,190.65,183.668,0.913333,12.67
5581.5,12.83,287.618,283.098,0.481667,14.3367
5582.5,659.615,178.192,637.553,0.613333,17.1033
5583.5,864.022,111.243,803.008,1.04833,19.5933
5584.5,895.117,108.67,887.913,1.01167,21.61
5585.5,906.398,130.947,932.137,1.41333,22.7833
5586.5,783.975,194.138,852.1,1.025,23.8983
5587.5,761.732,192.212,766.733,1.26,24.4283
5588.5,339.023,198.262,386.942,1.3,23.9867
5589.5,694.683,107.332,412.478,1.9,24.2417
5590.5,552.945,71.555,213.358,2.295,23.7483
5591.5,130.305,25.095,37.7417,1.81667,21.8883
5592.5,0,0.403333,0.03,0.635,18.8167
5593.5,0.0366667,0.00166667,0,0.356667,17.155
5594.5,0.901667,0.0383333,0,2.53,17.945
5595.5,0.0716667,0,0,1.37333,18.245
5596.5,0.00333333,0.00166667,0,2.30667,16.7417
5597.5,0.01,0,0,1.13333,15.7367
5598.5,0,0,0,0.768333,15.0633
